Condition,Data Type,Geography,Sex,Age group type,Prevalence_Age_Group,Fiscal year,Prevalence_Rate,Standard Error,Prevalence_Lower_CI,Prevalence_Upper_CI,Rate CV (%),Case counts,Population_disease,Primary_Specialty,Secondary_Specialty,Mapping_Type,Mapping_Rationale,Province,Specialty,Population_market,Physician_Count,Physicians_per_100k,Service_Volume,Services_per_Physician,Market_Activity_Index,Incidence_Rate,Incidence_Age_Group,Incidence_Lower_CI,Incidence_Upper_CI,Incidence_Evidence_Status,Market_Evidence_Status,Prevalence_Percentile,Geographic_Prevalence_Signal,Market_Activity_Percentile
Osteoarthritis,Age-standardized prevalence,Alberta,Both sexes,Total,20+,2023–2024,15.33,0.0206,15.29,15.37,0.13,559790.0,4147815.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Alberta,Orthopedic Surgery,4734700,209,4.414218429889961,358195.0,1713.8516746411483,0.8233234246576561,1241.0,20+,1228.0,1255.0,Available,Available,0.9166666666666666,High relative prevalence,0.4318181818181818
Osteoarthritis,Age-standardized prevalence,British Columbia,Both sexes,Total,20+,2023–2024,12.73,0.0162,12.7,12.76,0.13,625390.0,4767370.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,British Columbia,Orthopedic Surgery,5585500,301,5.388953540417152,484847.0,1610.7873754152824,0.7738119919857777,1005.0,20+,994.0,1015.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.3409090909090909
Osteoarthritis,Age-standardized prevalence,Yukon,Both sexes,Total,20+,2023–2024,12.63,0.2032,12.23,13.03,1.61,4090.0,37815.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Yukon,Orthopedic Surgery,45700,1,2.1881838074398248,4110.0,4110.0,1.9744178130534487,1335.0,20+,1196.0,1495.0,Available,Available,0.3333333333333333,Lower relative prevalence,0.9772727272727273
Osteoarthritis,Age-standardized prevalence,Northwest Territories,Both sexes,Total,20+,2023–2024,13.18,0.25,12.7,13.69,1.9,3215.0,33580.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Northwest Territories,Orthopedic Surgery,44300,1,2.257336343115124,,,,769.0,20+,642.0,953.0,Available,Unavailable_due_to_service_volume,0.5,Moderate relative prevalence,
Osteoarthritis,Age-standardized prevalence,Nunavut,Both sexes,Total,20+,2023–2024,12.4,0.3778,11.67,13.19,3.05,1620.0,26370.0,Orthopedic Surgery,Internal Medicine,Direct,Adult musculoskeletal and degenerative condition with primary relevance to orthopedic care,Nunavut,Orthopedic Surgery,40900,0,0.0,,,,524.0,20+,385.0,877.0,Available,Unavailable_due_to_service_volume,0.25,Lower relative prevalence,
Rheumatoid arthritis,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,16+,2023–2024,,,,,,,,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Newfoundland and Labrador,Internal Medicine,540500,64,11.840888066604997,204038.0,3188.09375,1.531539924497413,,16+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.35833333333333334
Rheumatoid arthritis,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,16+,2023–2024,0.85,0.0231,0.81,0.9,2.72,1365.0,152470.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Prince Edward Island,Internal Medicine,175800,17,9.670079635949945,10509.0,618.1764705882352,0.29696803774693986,55.0,16+,44.0,68.0,Available,Available,0.09090909090909091,Lower relative prevalence,0.058333333333333334
Rheumatoid arthritis,Age-standardized prevalence,Nova Scotia,Both sexes,Total,16+,2023–2024,1.01,0.0097,0.99,1.03,0.96,11010.0,993830.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Nova Scotia,Internal Medicine,1056200,98,9.278545729975384,145180.0,1481.428571428571,0.7116688467627479,42.0,16+,38.0,46.0,Available,Available,0.18181818181818182,Lower relative prevalence,0.15833333333333333
Rheumatoid arthritis,Age-standardized prevalence,New Brunswick,Both sexes,Total,16+,2023–2024,,,,,,,,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,New Brunswick,Internal Medicine,835000,70,8.383233532934131,221150.0,3159.285714285714,1.5177007276912413,,16+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.25833333333333336
Rheumatoid arthritis,Age-standardized prevalence,Quebec,Both sexes,Total,16+,2023–2024,1.09,0.0037,1.08,1.09,0.34,88810.0,7346350.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Quebec,Internal Medicine,8903100,945,10.614280419179837,7159196.0,7575.868783068783,3.6393990935879703,75.0,16+,73.0,77.0,Available,Available,0.2727272727272727,Lower relative prevalence,0.7583333333333333
Rheumatoid arthritis,Age-standardized prevalence,Ontario,Both sexes,Total,16+,2023–2024,1.43,0.0032,1.43,1.44,0.22,202825.0,13937040.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Ontario,Internal Medicine,15788400,1734,10.982746826784222,13644203.0,7868.6291810841985,3.780039323465891,82.0,16+,80.0,83.0,Available,Available,0.6363636363636364,Moderate relative prevalence,0.9583333333333334
Rheumatoid arthritis,Age-standardized prevalence,Manitoba,Both sexes,Total,16+,2023–2024,1.2,0.0102,1.18,1.22,0.85,14070.0,1222330.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Manitoba,Internal Medicine,1461000,126,8.624229979466119,964395.0,7653.928571428572,3.676898518556522,68.0,16+,64.0,73.0,Available,Available,0.45454545454545453,Lower relative prevalence,0.8583333333333333
Rheumatoid arthritis,Age-standardized prevalence,Saskatchewan,Both sexes,Total,16+,2023–2024,1.14,0.0107,1.12,1.16,0.94,11405.0,1056855.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Saskatchewan,Internal Medicine,1217700,117,9.608277900960829,489055.0,4179.957264957265,2.008024837404817,74.0,16+,69.0,80.0,Available,Available,0.36363636363636365,Lower relative prevalence,0.4583333333333333
Rheumatoid arthritis,Age-standardized prevalence,Alberta,Both sexes,Total,16+,2023–2024,1.29,0.0058,1.28,1.3,0.45,50405.0,4403060.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Alberta,Internal Medicine,4734700,521,11.003865081208946,2652189.0,5090.573896353167,2.4454792651154724,73.0,16+,70.0,75.0,Available,Available,0.5454545454545454,Moderate relative prevalence,0.6583333333333333
Rheumatoid arthritis,Age-standardized prevalence,British Columbia,Both sexes,Total,16+,2023–2024,1.58,0.0056,1.57,1.59,0.35,80570.0,5008450.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,British Columbia,Internal Medicine,5585500,673,12.049055590367916,2850985.0,4236.233283803864,2.035059478294952,106.0,16+,104.0,109.0,Available,Available,0.7272727272727273,Moderate relative prevalence,0.5583333333333333
Rheumatoid arthritis,Age-standardized prevalence,Yukon,Both sexes,Total,16+,2023–2024,1.72,0.072,1.58,1.86,4.2,600.0,39595.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Yukon,Internal Medicine,45700,0,0.0,,,,73.0,16+,48.0,112.0,Available,Unavailable_due_to_service_volume,0.9090909090909091,High relative prevalence,
Rheumatoid arthritis,Age-standardized prevalence,Northwest Territories,Both sexes,Total,16+,2023–2024,1.89,0.0924,1.71,2.09,4.89,500.0,35835.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Northwest Territories,Internal Medicine,44300,1,2.257336343115124,,,,83.0,16+,51.0,141.0,Available,Unavailable_due_to_service_volume,1.0,High relative prevalence,
Rheumatoid arthritis,Age-standardized prevalence,Nunavut,Both sexes,Total,16+,2023–2024,1.67,0.1292,1.42,1.97,7.74,280.0,29260.0,Internal Medicine,Orthopedic Surgery,Closest_available,Rheumatology is not available in the market dataset; Internal Medicine provides the closest broad medical category,Nunavut,Internal Medicine,40900,0,0.0,,,,58.0,16+,29.0,194.0,Available,Unavailable_due_to_service_volume,0.8181818181818182,High relative prevalence,
Osteoporosis,Age-standardized prevalence,Newfoundland and Labrador,Both sexes,Total,40+,2023–2024,8.14,0.0475,8.04,8.23,0.58,29795.0,332775.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Newfoundland and Labrador,Internal Medicine,540500,64,11.840888066604997,204038.0,3188.09375,1.531539924497413,468.0,40+,445.0,493.0,Available,Available,0.3333333333333333,Lower relative prevalence,0.35833333333333334
Osteoporosis,Age-standardized prevalence,Prince Edward Island,Both sexes,Total,40+,2023–2024,8.4,0.0906,8.22,8.58,1.08,8670.0,95110.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Prince Edward Island,Internal Medicine,175800,17,9.670079635949945,10509.0,618.1764705882352,0.29696803774693986,725.0,40+,670.0,785.0,Available,Available,0.4166666666666667,Lower relative prevalence,0.058333333333333334
Osteoporosis,Age-standardized prevalence,Nova Scotia,Both sexes,Total,40+,2023–2024,8.02,0.0336,7.95,8.08,0.42,57195.0,651240.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Nova Scotia,Internal Medicine,1056200,98,9.278545729975384,145180.0,1481.428571428571,0.7116688467627479,595.0,40+,576.0,615.0,Available,Available,0.25,Lower relative prevalence,0.15833333333333333
Osteoporosis,Age-standardized prevalence,New Brunswick,Both sexes,Total,40+,2023–2024,,,,,,,,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,New Brunswick,Internal Medicine,835000,70,8.383233532934131,221150.0,3159.285714285714,1.5177007276912413,,40+,,,Unavailable_for_geography,Available,,Evidence unavailable,0.25833333333333336
Osteoporosis,Age-standardized prevalence,Quebec,Both sexes,Total,40+,2023–2024,11.8,0.015,11.77,11.83,0.13,625785.0,4819590.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Quebec,Internal Medicine,8903100,945,10.614280419179837,7159196.0,7575.868783068783,3.6393990935879703,651.0,40+,643.0,659.0,Available,Available,0.8333333333333334,High relative prevalence,0.7583333333333333
Osteoporosis,Age-standardized prevalence,Ontario,Both sexes,Total,40+,2023–2024,11.74,0.0115,11.72,11.76,0.1,1053295.0,8576015.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Ontario,Internal Medicine,15788400,1734,10.982746826784222,13644203.0,7868.6291810841985,3.780039323465891,902.0,40+,895.0,909.0,Available,Available,0.75,High relative prevalence,0.9583333333333334
Osteoporosis,Age-standardized prevalence,Manitoba,Both sexes,Total,40+,2023–2024,9.52,0.0362,9.45,9.59,0.38,69520.0,720450.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Manitoba,Internal Medicine,1461000,126,8.624229979466119,964395.0,7653.928571428572,3.676898518556522,774.0,40+,753.0,797.0,Available,Available,0.5,Moderate relative prevalence,0.8583333333333333
Osteoporosis,Age-standardized prevalence,Saskatchewan,Both sexes,Total,40+,2023–2024,11.22,0.0426,11.13,11.3,0.38,70075.0,622080.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Saskatchewan,Internal Medicine,1217700,117,9.608277900960829,489055.0,4179.957264957265,2.008024837404817,785.0,40+,761.0,810.0,Available,Available,0.6666666666666666,Moderate relative prevalence,0.4583333333333333
Osteoporosis,Age-standardized prevalence,Alberta,Both sexes,Total,40+,2023–2024,14.45,0.025,14.4,14.5,0.17,335620.0,2559655.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Alberta,Internal Medicine,4734700,521,11.003865081208946,2652189.0,5090.573896353167,2.4454792651154724,1177.0,40+,1161.0,1193.0,Available,Available,1.0,High relative prevalence,0.6583333333333333
Osteoporosis,Age-standardized prevalence,British Columbia,Both sexes,Total,40+,2023–2024,10.12,0.0177,10.09,10.16,0.17,330990.0,3057510.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,British Columbia,Internal Medicine,5585500,673,12.049055590367916,2850985.0,4236.233283803864,2.035059478294952,863.0,40+,852.0,874.0,Available,Available,0.5833333333333334,Moderate relative prevalence,0.5583333333333333
Osteoporosis,Age-standardized prevalence,Yukon,Both sexes,Total,40+,2023–2024,6.27,0.1815,5.91,6.64,2.9,1275.0,23065.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Yukon,Internal Medicine,45700,0,0.0,,,,571.0,40+,465.0,703.0,Available,Unavailable_due_to_service_volume,0.16666666666666666,Lower relative prevalence,
Osteoporosis,Age-standardized prevalence,Northwest Territories,Both sexes,Total,40+,2023–2024,12.83,0.3062,12.24,13.46,2.39,2025.0,19895.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Northwest Territories,Internal Medicine,44300,1,2.257336343115124,,,,616.0,40+,475.0,814.0,Available,Unavailable_due_to_service_volume,0.9166666666666666,High relative prevalence,
Osteoporosis,Age-standardized prevalence,Nunavut,Both sexes,Total,40+,2023–2024,4.96,0.3138,4.37,5.66,6.33,390.0,13175.0,Internal Medicine,Orthopedic Surgery,Closest_available,Endocrinology and rheumatology are not available; Internal Medicine provides the closest broad medical category with orthopedic relevance,Nunavut,Internal Medicine,40900,0,0.0,,,,230.0,40+,126.0,532.0,Available,Unavailable_due_to_service_volume,0.08333333333333333,Lower relative prevalence,
